EventID,Rate,ExpectedLoss,MaxExposure,StdDevC,StdDevI
62,0.0034421412859650634,718470.4219340354,1770942.3798546824,81082.9798348883,89165.62227798137
63,0.008458637582367364,1641979.7883681324,10872878.930003691,135426.4312955355,890750.9454219512
64,0.004210779940242304,614779.4951322301,2187940.175603679,170087.7287080396,55811.59634951885
65,0.003528410587186427,53354.97350844933,15049912.522069478,54450.27097498766,1011373.7065931185
66,0.005884264748424237,1543080.106811237,2314620.160216856,315932.2197195201,4490.27398701451
67,0.002268318024772864,224849.73368587403,1009677.3143748278,133294.33756501356,196828.08177341416
68,0.008219772826786358,299243.0907483702,29028569.390102673,81306.80036029615,121655.05998673721
69,0.0016709557931179377,179971.94341740164,8402728.819461279,22593.6524773635,178873.34299244048
70,0.009881982429404655,400798.61047171423,14074354.00406532,54583.69464563232,253655.03951261536
71,0.007950202923669918,1413671.747816516,2940371.7471317574,596291.6143129012,171591.85482906096
72,0.002788441133807552,732690.5335240429,8463794.49736254,72797.37559554483,160764.50149685863
73,0.0010496990541124216,229263.83478708842,6764984.479542632,36991.23431721179,395841.37782745145
74,0.008339152856093508,2102342.4012654875,6931479.046022685,123486.56533755093,347390.50268868817
75,0.007361716094628555,2116785.0510798343,8605347.754801484,73370.38032077794,537416.1692197465
76,0.007561064512368886,2044680.1801024366,6423836.854591364,7158.443489847336,86288.21467999314
77,0.007941433120173511,272854.16640692076,4203564.776195829,78059.70604596107,282120.0962102111
78,0.0016664018656068133,600092.896432293,2421428.3743429887,157100.14164758494,263983.8693986593
79,0.004226191556898453,4199015.724929951,10976450.914672507,160464.04516740062,138485.8118863975
80,0.0020428215357261676,1478464.3721827785,2217696.5582741676,88184.96394772133,199693.19070622802
81,0.008767930832880343,27543.278636881525,8841048.771150144,118588.98140852722,112968.03789496528
82,0.006609683141448022,67427.58781911051,1992768.747177402,673463.0917974694,45890.952353460765
83,0.0039780822236738424,623493.0977710629,7362825.705376435,94753.6540381822,72163.68176613239
84,0.0015720251525742127,2399318.549653681,10310063.95767263,59742.35215836614,33451.689614468276
85,0.00379884089544096,773710.5860039205,1851103.9260008167,55801.83660205535,344721.9027867498
86,0.003926649898240724,688781.739048892,1033172.608573338,122411.01558339629,324285.40339099977
87,0.007566455605042577,111460.97451660442,1052864.5423247796,285023.7942789527,902380.1527369393
88,0.0067380172421969186,1069383.9431309623,6985475.043241245,46131.3872942018,392442.8904503714
89,0.008984914683186941,1726551.4506301996,14200771.150283162,247090.02979537463,16034.739304334122
90,0.0052499343264575445,478713.4619671842,718070.1929507763,4275.337058426191,646884.2678899916
91,0.0020763482134447155,1494377.9183383717,9936208.31214676,108577.83449466994,595621.8258972482
92,0.0074192030850069556,3337565.162052098,5006347.743078147,299101.40420041024,175729.58599656887
93,0.007847065437552078,227862.7431134131,4883253.0497533195,82719.50407507239,264467.5692094268
94,0.006051494778125467,740930.0777021357,19823243.88566815,165902.0478030511,1119891.191892655
95,0.00793870461959105,338467.3668890539,3025683.3658067277,45877.40848748519,227981.26342103168
96,0.0054441603672795175,1574333.443217474,4695888.851604351,270955.5660736062,707181.5416904625
97,0.005704595464437947,861786.8409396448,1292680.2614094673,10739.046561162138,26007.02204908965
98,0.004847869165226947,1006714.517833276,1510071.776749914,382843.25256097474,63606.143572714594
99,0.0012287721406968567,1599062.7194510663,2398594.0791765996,44178.314390268926,174350.2554189739
100,0.00197102284293974,504132.19592178037,756198.2938826706,414927.4707917626,263667.27791347296
101,0.0012828626711806083,2466164.2126129656,7484822.222591734,86936.3293475762,508217.58422185224
102,0.006727693701374024,761487.8374553812,4168650.9374217894,256519.2188681432,1333480.0938997243
103,0.0038292038296869405,171921.61158931837,5957957.968002193,76904.77226475293,147724.58981456063
104,0.005577136220482326,1190395.784496388,1785593.676744582,472704.25404139067,14572.981476576204
105,0.009168098265334837,1576299.8459239549,2631602.8379170718,27080.829144972457,484593.7954342465
106,0.003243630062339875,380911.5447957103,8175913.943615341,39329.48619772642,278190.88260171213
107,0.004693446307320668,1946164.9805133622,25208205.6442463,135860.73912309532,66397.13450551512
108,0.007799960246887439,2365985.6460311664,3548978.4690467496,17098.166147751745,204857.16525892235
109,0.0030591834894246024,324213.9595704644,16580811.426075887,43626.27284270896,406799.67591448955
110,0.001692819188459137,4105697.1222817386,6450767.185516648,575648.1039281432,441440.3859784561
111,0.0036077630762239125,151650.5903805055,6224464.295468521,750063.0006856837,207715.28868845757
112,0.0024509915852860397,225666.3163146758,5202783.046476291,94404.11777412464,109245.64725363784
113,0.00936727887108316,203616.5002675717,539395.3833679594,513534.2663712076,1091942.022256646
114,0.008273083416079755,2244219.114184133,3366328.671276199,157414.5212121537,326624.6774500712
115,0.006700633808593812,1062162.3885347033,6889300.119088147,62871.60411598498,157394.9819155321
116,0.00884314531168946,164997.6262503038,3127266.6048914995,242400.13571764182,98744.29229168085
117,0.008233048692092031,580396.194889872,18691122.11838412,215116.97717837422,394028.0427376041
118,0.0026791305299743227,955286.3355479619,3914029.6858030963,904263.6091539431,83194.18058587193
119,0.009033030986409802,87154.02533365735,1159843.781630203,61589.82369005174,56517.579317729156
120,0.005854080177240857,2140605.440342273,9407100.269381821,222984.61952178995,226400.76569358865
121,0.008266961396476563,1627619.884453608,2604184.702167734,10685.167017802627,102741.76567955698
122,0.00906482169931144,703615.3280818361,5590733.146425641,24127.78066017956,297389.2724980223
123,0.0038620312747467754,3415091.923050088,8975810.433427466,785.2143790285771,37648.108731410204
124,0.001990467320749091,540874.2270293948,17289222.741782207,1505040.6872064376,319212.04953637265
125,0.0030514164628774754,4142085.376451174,11783526.208401062,324174.3026766868,99927.9274694853
126,0.004843970097636307,1102379.371634689,8460950.937131997,309032.71154977736,72.88918435873109
127,0.008362132893302439,1006957.7094935209,8537164.760093447,142558.20281048302,40723.94443958843
128,0.008746575249307092,181467.79570663476,21880325.432318542,71354.15625060763,813686.9529671331
129,0.0010625691747807163,2136458.6240880555,3204687.936132083,32801.486050212894,606022.8514829105
130,0.005596725723198092,557724.5313502252,836586.7970253378,67003.58580487753,79818.85122326903
131,0.004756699028339011,177015.7444826844,2380438.6074324837,94311.75859456828,452026.3642810446
132,0.0029989702942365727,12687.669122935624,1843212.3551218172,282371.7502434156,281385.7947518626
133,0.0020787883060031454,820425.4417138756,8131650.825442798,155158.76362834807,1061153.7070219785
134,0.004038536542632652,749505.1146585031,7532507.078177644,16130.03084672392,140332.5508087255
135,0.009486187335212674,1270659.844747094,6750572.662575478,3638.702351072528,343202.743814908
136,0.003908826388186798,2209623.605735428,3314435.408603142,21591.037901588756,19693.17072958336
137,0.0056691155956902954,82736.80018054949,9786133.545168955,105695.67539679732,151377.20385540673
138,0.0073271706300566015,1314891.2937605926,2931508.410108635,541189.2343720457,995755.24719846
139,0.004272666421413647,207530.99415526915,8203439.193661133,202892.36470244324,232294.72492591204
140,0.009746038744488646,1953175.8525685584,6099257.495888909,323721.86821634334,101852.44349995347
141,0.009662025654479003,1709609.2146110046,3147463.455017507,125612.23480317842,38442.399471258366
142,0.0032660406624282776,778255.8342991004,1167383.7514486506,89778.75039623097,364741.0942537233
143,0.005475236553031469,1238711.9433120626,1858067.9149680939,22947.619100343207,310569.618071615
144,0.0037079047883509272,377388.1506113965,13356962.527215227,417386.7431085081,140492.10332480166
145,0.0035635644493972086,637084.2867894616,18794219.219371393,305719.1316915701,904421.6387666564
146,0.0013319825261907951,1723933.9059589626,7869125.453364223,36812.95849279976,6735.901708721805
147,0.006486079005819072,614826.3184240825,922239.4776361238,143594.79161927296,108602.679732388
148,0.005524111209059754,442852.7961865563,3856575.2944372497,133642.06411471168,761756.2160937628
149,0.0014633087612499042,681638.5540848643,9790590.970578678,196214.6846632557,116111.72174011933
150,0.003507818178129503,1761710.995267424,11349854.252179269,584447.6470742326,87207.11139670528
151,0.009174392973699885,408281.14046433364,943583.4358409294,173391.30588811397,229212.82182994942
152,0.003156057016002752,190871.9189412956,286307.8784119434,155400.24403214865,520843.6490921915
153,0.0023040538488210078,1244843.4817352835,9339530.743894638,10326.656316311324,32658.9129986297
154,0.005405074842498068,1748574.773284898,3307370.405609113,12994.651341455765,859520.2212855162
155,0.009870854086995406,106069.07609808841,2202563.2775000776,41490.16360668479,475530.26430363534
156,0.003178497443603504,274271.2183081353,411406.8274622029,6601.928879357864,59993.041247027104
157,0.007049219926652908,153118.53406083514,5828849.142601871,272010.6544427369,373446.732683233
158,0.00785457653795846,427620.8615560562,14286158.491884593,256986.18350002746,145819.76872962
159,0.003138737895931597,598475.3479202122,23710151.773302928,29249.519688802306,154397.2257560245
160,0.007553947137506737,1381610.6944838227,6255924.345712459,361674.01386701694,458758.6953940798
161,0.00431004819447328,1053106.3255355016,5418722.549417068,33633.09409562946,987311.4640367505
162,0.006690752475342216,970030.6153489309,1455045.9230233964,71671.15314495953,40627.68349086181
163,0.006701767396848053,434443.37140697095,5970044.570650227,57263.77351727552,163744.31446332354
164,0.0058219721566728265,1841669.8450343083,3585015.434310751,93140.84851703735,196721.66809103108
165,0.0018126079304896748,637309.8440439261,7007174.644043736,58783.96829283493,141631.4226499022
166,0.008517722460303143,3868242.416594891,5802363.624892336,134257.93180448315,135384.76950193895
167,0.0038870205847456227,1005510.3770097727,2061228.7999754609,104649.78871017987,16105.26644838855
168,0.002678666593598688,134977.85718102526,748364.7457869083,862045.2705022092,347068.20307899587
169,0.0013669762739928753,1127559.9445107554,2836630.4160941886,11510.219389598122,171924.38158995338
170,0.006318036488694177,393196.69691961026,762296.1403755979,30672.519246394226,64997.06657380865
171,0.007098079256580543,1159404.8640248864,1739107.2960373296,10854.470509023073,507900.48470398376
172,0.0011492904603507053,72184.90506954433,32767533.589169174,196614.99186866565,486697.2982598909
173,0.005608837524693529,192228.1904591215,4403799.416310367,11210.240621830355,199888.267886779
174,0.003038461976781442,1936119.0510181303,5692597.630515755,362114.7555627959,106339.21456578356
175,0.00680655511368505,257708.54330678488,15513377.97094011,143462.824847277,304910.17457310256
176,0.002569297861044923,1814257.4121128318,40643306.4711576,149735.2020485639,101967.31927390106
177,0.007218439642922194,327499.1393787473,6554883.883351069,164922.20307961045,80759.36096230436
178,0.004480618116704837,1029688.7677502349,12553776.16665029,37462.08562223361,393372.3794931683
179,0.00943056989863061,1184662.3684296387,2969417.4163222397,44052.11798739133,12348.252989702722
180,0.0022376884973139394,718782.4812885495,2736858.368401236,76784.95209076662,29869.36046729249
181,0.0040695971594523275,364290.5501889821,3865065.0671586907,180032.5065733451,2043.3955426157138
182,0.002021261691165302,239075.2601646858,8372170.501916019,47174.28562074816,49796.25311983639
183,0.009322242564507068,33752.61921056072,8597301.55767327,24734.708741815193,21445.580994035896
184,0.008896054180428829,362328.6119012093,2840145.3109302265,702092.3442565093,1641970.400936126
185,0.003321474649436401,1058899.74609222,1588349.6191383302,4445.402971200331,102244.68401289862
186,0.006939856414307612,2785549.445909374,7505622.786263446,324603.34303671704,48497.44155571889
187,0.008354999801810942,2049529.2660963994,3074293.899144599,310266.96358772484,82724.57142660127
188,0.005996807304395162,1452711.024747378,6479382.957208444,70540.60103549442,825250.8534867173
189,0.005766855205204059,1553281.3434137013,8867126.156579869,29150.089226450564,220290.90863119005
190,0.0031766706181040653,1093579.683921673,9045099.043836722,31477.867957131293,136153.15758140502
191,0.001837924910253093,301492.81329727016,10502101.129192594,239089.59366772772,619996.5895431988
192,0.009074941821579943,2377255.0921950904,15468464.159238365,205895.5764477974,150753.22180304068
193,0.009103762514469975,1110884.2174200688,5197988.758894921,305337.32072976854,122394.33766912583
194,0.006697913115459412,821982.4878863804,9826925.02743083,554457.5051979201,69686.51741437268
195,0.004051268119438307,117646.19788426465,7240570.3524297215,235483.93805257935,142346.5769754055
196,0.004142886171513949,592497.7233839371,1549360.4174881368,33885.37905913437,114239.51481207041
197,0.0075336011098321555,616849.8248029955,925274.7372044933,55795.379009743985,339313.3347852273
198,0.009073992339573195,1999253.1918569643,2998879.7877854463,369277.42861045053,102570.82250935222
199,0.008983777818386055,791086.8989857644,4389379.162177749,46968.866811088425,258256.62756864334
200,0.008018879912718616,478682.0564475785,7199977.090307339,15057.309239295219,20449.017725946553
201,0.006778284815388591,3763617.160352339,14226366.687422559,242993.30558659293,63694.15519689249
202,0.0017572596849554398,117343.79962675851,1638462.5573065819,103009.0211512522,156973.36188455814
203,0.002454658426851524,549130.698651335,1006199.4106493586,505245.8853005049,829144.6149940895
204,0.009086987696743713,42933.25830688141,24824203.38738733,210110.2329474524,142083.99404072715
205,0.00645786153693631,1346704.9496631457,2020057.4244947187,18954.240130102953,327259.42264903773
206,0.001082773464549667,2501970.031163878,4882716.609088257,590751.4071089996,88346.44335970066
207,0.001913243885794289,328555.91491401935,6606270.48617956,59831.46942863918,40757.45529977826
208,0.006971515921972503,1954337.2955128294,5846408.502272444,82260.16770344057,18095.941758777462
209,0.0010455542546159683,345619.4679182993,674699.1817222896,102920.01885304136,109331.5717228333
210,0.002447272462757488,2416539.7846139707,3624809.676920956,10516.571715063152,51471.82942575068
211,0.005938604104299276,1402268.8916121696,2103403.3374182545,137240.43946869668,57351.94634132695
212,0.00722705677923424,1634277.7671764386,6606704.010704124,26322.302457877344,429085.5467803437
213,0.006867651335523406,18170.64641416446,5895143.161221787,102488.82880215456,4789.450026252022
214,0.0030184237851450385,3291724.972436397,4937587.458654596,86375.09885299107,244804.77280899993
215,0.007409612992127824,1297079.0521646831,7616155.081187911,296420.20624634955,143150.2311305261
216,0.003135241787471201,363485.36139772297,12863801.323849265,325083.49326483754,211900.12265363624
217,0.003928597283433409,1768402.3716049078,2652603.5574073615,33308.43352588585,248230.10583887802
218,0.0077184226460622184,330619.0776073191,5170605.333657123,91315.21667996803,112786.90427713515
219,0.006846696091424933,2061631.7974144164,8767207.311757442,93474.43045424356,104913.56991044506
220,0.008643010694447603,119437.34248109422,2180770.5208616904,32835.93070880978,396603.84240050084
221,0.006918516030703091,1216335.5000441866,2758787.37328652,320347.0360099826,615027.7133657708
222,0.006114777430019245,778048.3709672553,7132352.055583492,245672.4502709987,64173.996547034425
223,0.0018430729104528323,101517.32152650952,17116112.166209653,42238.49670784795,30815.45641637102
224,0.0043094422275349025,276931.8348883014,12452501.235290978,91369.12607908595,684234.7706124756
225,0.003386821309135529,12481.60847502802,6562360.364773728,22366.286917156478,129186.63115967558
226,0.0031959067904117526,632556.376660282,9826161.256596688,197883.38950258048,240431.85739076775
227,0.009757094992772011,358484.0948371945,3403880.585153993,25878.718638372076,133672.05618034495
228,0.0045378795220008435,912192.850415572,7682526.548209836,852801.3458579446,40334.63073292331
229,0.009028418996594019,352736.7199452367,4707746.671096347,303446.5776258576,266990.79367099464
230,0.006680247633975366,356559.3956246741,1579816.429080851,98937.49263847827,223421.1146887642
231,0.008153301731874837,1359431.2228270262,9073379.267665349,172817.43821001693,68067.75567259123
232,0.00552373383794673,49340.29323995536,6097333.087562396,484593.3870118002,180372.3152910539
233,0.006192134961637233,2331962.362191179,3497943.5432867683,161531.7907051782,478287.2197390958
234,0.0054326592443697756,1912327.531614076,18172029.85926427,38352.83641314746,267791.3806734969
235,0.002757186890182401,1102032.179513412,1653048.269270118,95189.32456605513,30582.3528360796
236,0.007502069037353548,899486.6400763402,2845993.2459249687,370486.52135719726,238236.1981567138
237,0.0035269512619677023,2228428.890443056,3342643.335664584,206684.61734800134,363942.714296581
238,0.0012188436978830845,204972.37608398878,10910176.460073268,210378.78774991058,472081.4066735954
239,0.006809250663164511,82261.76032410242,9082668.313330095,403212.96757087373,297561.0570444237
240,0.0025939961146634405,273792.5400343189,3018733.8217617753,448812.4084570003,49695.324591298544
241,0.009464127259176228,1582690.235862734,8444789.090776969,504627.8294389422,371541.6016677285
242,0.009585357193023288,35285.54349532651,3780578.6723139673,19930.74237506631,339348.55896171957
243,0.009233779511984036,874205.9392195671,10587207.928340478,157107.76554914037,7419.050492918326
244,0.004331428302299,5389888.108860084,8084832.163290126,269807.053535734,159179.78591551926
245,0.0011391095487598068,1935833.743835769,3986281.2891199626,282878.5664175357,121467.19307642033
246,0.00935486706328953,736985.5720088178,20469161.036507033,186644.7590666334,332064.7758769062
247,0.00485365733485583,65756.23215253152,2166411.698435661,36493.273899843465,73055.85108785878
248,0.009699893371393029,1780069.1543267393,2670103.731490109,319324.6286322692,268118.1075592035
249,0.009672579793803277,913740.2575437055,6587823.243207151,254672.67491615893,733265.2032509381
250,0.008677085099206241,122091.92730281729,26131525.31076147,18014.653022935006,479552.91133671673
251,0.0036500400286262717,98558.4630744615,3559175.406128506,124653.27522553157,763235.522078615
252,0.004465879557417328,2403807.730784339,3605711.5961765083,38226.628896345064,1151993.974236182
253,0.008660230043651712,1106242.1106880512,3108475.292209956,82340.01474831348,3218.2383050493313
254,0.0038522980464064994,1767770.3195224048,5288110.648380528,3649.310531666825,292447.2172060903
255,0.0025254347201748325,2111790.3707549414,3167685.556132412,102275.11112708063,159737.06946264592
256,0.006011211362125152,848100.3370649201,8049326.023501022,159646.8450145319,589522.2124136651
257,0.00942539296744703,728663.1763115787,45724151.614553705,193297.23783534145,87031.38212988194
258,0.007264268170074758,562869.0420945743,4507535.221590694,217825.68765389372,1189460.8692584091
259,0.006130550530804285,381182.22011338314,3285631.5632767444,361933.346010736,285348.49199252215
260,0.001874588443936917,570214.6898831339,3839999.43283441,48532.285186567475,473290.80227427394
261,0.0065350650402925285,1486687.924666726,2230031.887000089,25676.209390993037,26846.003238806537
262,0.00991048465093837,921110.9078171103,16109419.173094384,381484.1335769123,60803.03630767042
263,0.0022607561371287164,2230481.105629336,4018840.885507569,34065.82642177229,426146.10479795473
264,0.005664966871273631,585872.523921944,3673785.723706066,735865.6927652032,6669.548368917886
265,0.0088963576473516,934173.6287652889,8084243.355575818,369714.5153039615,509280.78136972775
266,0.007666917559787841,997792.4596909265,4375921.594022627,138980.38620271857,4214.166160665367
267,0.007273141668957412,895746.130659513,7835906.903245073,797149.247942405,321111.40842511173
268,0.007322356755883984,1212790.8125529778,1819186.2188294667,20490.0019712895,136283.45907163736
269,0.004235420360977796,271065.51971661276,12603917.332566086,72212.84431219743,283634.6580444519
270,0.0036423265983804407,718185.5969024139,21163840.526890457,203346.23808889725,357249.2686131616
271,0.008284250399306622,110065.79347833083,7847256.47479569,86158.69660601953,125781.84785698769
272,0.008291020552112628,485338.73749905964,23186197.42296317,527255.3852505299,34274.11462733776
273,0.008803650867220934,668780.6086687532,1231540.6992313636,13575.71740175722,21656.99338454682
274,0.009219164973008242,1056197.4309192882,4867274.28823446,159440.30195725715,266701.9241205786
275,0.005602081589748441,3006410.1312319427,6906133.488434883,178742.64035996058,220600.62847756984
276,0.005513646652184797,917919.7243331003,6537330.110626224,211529.46017005778,406672.5308523946
277,0.008184656610700978,1360992.8263565921,3849486.711389683,59053.14403938807,213843.07740050717
278,0.006849675376999887,705758.4888556773,3094629.2832776015,90689.54435561552,164685.89127459258
279,0.007317701895319331,1005406.2247174016,1508109.3370761024,371170.69580625725,152292.79755174727
280,0.00816213402492491,73573.57849613004,3728676.6424551085,43368.381928731535,8040.8738613361265
281,0.009010048076358097,293554.7238851391,1331445.388178544,350740.01738557505,122641.94605398999
282,0.004041956411663822,449186.7607094905,9942259.797411498,165406.77773013158,1119162.50951973
283,0.0043802465737594965,639593.8165672087,1756826.9917527123,287254.555599435,620385.7215345663
284,0.0018458374585678212,46723.4840023412,452627.2223395066,250078.31288402042,119864.92170132458
285,0.006204521268965566,150850.9105379972,6028347.394720382,46515.4557106832,265870.63897431473
286,0.0013234804641706788,324089.25410334114,6783267.105752042,168242.55940157745,563777.6262555054
287,0.0051903821631921416,3558998.899231591,15412845.276557527,404571.64509639645,174629.006912327
288,0.005883801712368191,402490.04864411196,6452547.2356416285,113167.70469199747,5436.318883045426
289,0.00357887126915456,657859.302628751,3178908.305795448,679784.6153110518,23229.735298928954
290,0.006317499345121097,218277.550445643,12184588.98284518,120374.51750468771,214245.50441045756
291,0.001274502249451445,943610.725139916,5828514.47178519,30813.451883873884,1046412.8656314759
292,0.0013361336987429298,329453.4279114121,619497.115963079,98673.9994030154,354477.0937143091
293,0.008403405045936925,231922.69854925017,6257748.548059527,606074.7082630013,22066.89915017221
294,0.0042417157727013665,726854.1893244205,17896262.271925904,77050.40987476135,62979.690064066235
295,0.002143544613866963,5521.011937309772,3785241.051965339,405139.45367724524,442633.6133176959
296,0.00570018934049324,7693.5522704003015,2635798.625493298,426148.115312587,552486.2083509143
297,0.0079299419778875,247268.2368674306,1161489.7622222132,86213.98355684186,288460.64316605765
298,0.002942389247471589,37412.56583819583,1231657.434187251,17385.76510864766,310204.1801713394
299,0.006606014282371003,114318.01916276623,4252447.729464885,257875.57381345963,8624.011792765206
300,0.0017681271849439122,413790.64340503083,6791611.503323126,74651.56489292196,529004.5405956419
301,0.0014651354905174693,1622450.609425646,2433675.914138469,305501.1958704697,465740.3998164684
302,0.005782191684113333,848745.7425913127,21046846.949759193,116914.11379121718,89940.62482515906
303,0.005865716094490959,718809.1009880626,10552819.459027866,132821.29175905412,369996.5101442635
304,0.00673686911348386,347416.2570366474,6625481.18168804,300933.9805283254,72565.90908139097
305,0.007534822003503955,2684632.343586216,13221108.543351604,96370.98175061024,12349.79143065729
306,0.009782668715162812,505863.0265746683,758794.5398620025,117083.73846893574,67369.57190169793
307,0.0056467031347107585,91121.01011657559,4858993.418954897,94382.03912405833,59034.070083009654
308,0.003906608256471214,959893.976209954,7458779.994336639,91564.58808112565,123632.73776897701
309,0.008156675752918334,120855.9448706629,13230479.93201568,149287.05133581324,162617.23847077263
310,0.0034374902613586683,423460.7774232656,11475181.058914123,330886.4746080694,213111.74121002856
311,0.004950742786350725,708082.0297197461,2433313.818602857,89810.78282052648,194310.99728783392
312,0.0017061074320803937,2073241.0022989165,21211416.527983475,148574.5390324972,94690.58695813033
313,0.0012281566907391176,680322.924655953,1020484.3869839294,222173.8146866819,8881.377576351744
314,0.009663835732101327,1211530.5120925102,15603832.967868563,62788.631546851524,278738.0456002376
315,0.008523821084609853,4936015.741978111,26538009.076213248,65013.88467448871,151127.61093638904
316,0.007263767854843283,140975.16591598155,1462392.2751093202,541849.5646634623,106433.94683938079
317,0.004680576499728429,321213.38304690167,9602788.759150589,257133.90100198143,605088.8885983215
318,0.002559648880637612,501826.36483647494,752739.5472547124,172164.90245853626,412005.51327712456
319,0.0024079333840397745,547884.185521464,3899285.6740500852,208665.82390520375,585083.5545285554
