EVENTID,RATE,PERSPVALUE,EXPVALUE,STDDEVC,STDDEVI
62,0.013580866291117173,68872.078125,123000.0,37905.40339684423,86852.19015693745
63,0.03665483663873819,54350.32421875,246800.0,37391.25891703648,64763.56020327002
64,0.07364875359814421,56505.69140625,250000.0,56367.418293084134,53548.95918851707
65,0.03817146940227555,22048.1328125,193000.0,15168.39971940752,26272.438983527325
66,0.010837981715891731,34250.25,250000.0,23563.060278514793,40812.41758419568
67,0.01362230283360451,89962.9453125,250000.0,55702.42765842733,110541.9077341819
68,0.03885862466269439,51344.5625,77000.0,38855.73165969934,59001.69764360732
69,0.010177817155920534,67696.5390625,100000.0,48901.672604005646,79276.80463654498
70,0.01355980350198847,22218.6015625,250000.0,12228.541348959276,28019.108185251636
71,0.012434162375743813,89758.5546875,168900.0,64838.520779983366,105112.77981064923
72,0.011611582552144624,17370.4296875,250000.0,9560.23344157232,21905.246703726665
73,0.009117868712694313,82941.6328125,150700.0,59914.20874993165,97129.74565275785
74,0.012622557734184588,38772.40234375,163900.0,21339.32344595697,48894.532485121854
75,0.01208068085590628,33403.73046875,250000.0,18384.545854407897,42124.28649760538
76,0.010748129721304399,18522.4609375,135000.0,14017.137099274398,21284.75902097525
77,0.034020314214920175,7392.89501953125,42000.0,5086.071809050931,8809.334784219966
78,0.03535132827508742,21587.708984375,250000.0,17821.971684546428,23762.628912728567
79,0.03983538838515812,98174.1484375,250000.0,74294.69026261527,112815.08967045925
80,0.012078944497748184,17360.11328125,85000.0,9554.555559458726,21892.237041440374
81,0.007994690073034926,7160.34326171875,70000.0,3940.866998418666,9029.660662003476
82,0.01369340330018456,11307.564453125,121400.0,8557.161045346913,12993.888085985409
83,0.023962730909886217,142558.125,250000.0,127497.97155749697,149061.64614794863
84,0.013403498986386621,24552.05859375,181500.0,17735.57035164608,28751.96840956265
85,0.008487408244450144,195023.578125,500000.0,147586.8806738671,224107.9021737829
86,0.012355268349331351,20094.45703125,30000.0,15206.767615433642,23091.190582649753
87,0.011097942440060684,12846.955078125,50000.0,9280.202502063272,15044.573356441446
88,0.038671718497103415,102966.5078125,250000.0,77921.37672803884,118322.1448497347
89,0.039284614333481724,32009.619140625,250000.0,22021.578975419092,38142.49364831644
90,0.01004191542775067,20028.603515625,250000.0,15156.932026086224,23015.516177639976
91,0.011663323963790913,21856.140625,250000.0,11277.236494680425,27878.074743489655
92,0.026766147538248894,49127.55859375,250000.0,42247.70711457576,52767.36927348948
93,0.03621913841064427,26236.248046875,150000.0,23464.593177385745,27433.149268855002
94,0.00767487039660236,15172.7939453125,250000.0,8350.711795140362,19133.884453995637
95,0.009823487604209445,13833.0478515625,121000.0,10468.356709750775,15896.002752529881
96,0.014013743432761929,72732.7265625,124000.0,55041.530565009416,83579.52882422149
97,0.029910532539186234,64823.96484375,14250000.0,44596.78370539208,77243.8952318989
98,0.0055164133992588755,20176.43359375,250000.0,13880.731409989186,24042.13204831845
99,0.013579536991746195,26607.732421875,250000.0,14644.205001276969,33554.08895540129
100,0.01297016376179235,22458.005859375,250000.0,12360.303257341282,28321.012644687828
101,0.012781487010242894,78076.15625,250000.0,40285.3959321499,99588.1641213533
102,0.014063838954873113,66135.2265625,150000.0,34124.166904447855,84357.19832338869
103,0.04071292833621693,60449.8359375,250000.0,39508.148746959814,73192.86252105386
104,0.009602489885168432,256241.484375,500000.0,185100.11516101172,300074.5145600503
105,0.006884166279163624,31543.603515625,58500.0,22786.024119305846,36939.49687933261
106,0.009981611075830536,117747.09375,250000.0,85056.48750107638,137889.07789099278
107,0.01164809822822287,10251.06640625,250000.0,6347.1608553097885,12595.990859574595
108,0.013052390359398341,103396.125,250000.0,56906.54230996504,130389.26883681098
109,0.03136160709392745,20237.619140625,250000.0,16707.390096276846,22276.520128369124
110,0.010953682544054131,27356.46484375,373000.0,15056.28788392148,34498.289456558334
111,0.012027905895788307,28990.763671875,250000.0,21939.174841428146,33314.22431781835
112,0.004008990825745419,10361.21484375,187500.0,7128.1795000598095,12346.369059574508
113,0.011116374151488568,142402.9375,250000.0,102867.02871242043,166762.5850922004
114,0.03734651904163221,17768.8984375,79000.0,12224.425368154096,21173.32583097677
115,0.03935314950108874,163238.0625,173800.0,112302.48849090052,194513.61588265878
116,0.025408904909466585,7641.78271484375,250000.0,6308.758157800626,8411.677543734166
117,0.0405965827682315,90553.0859375,250000.0,80986.85904646231,94684.13009514827
118,0.010840943013146035,43920.265625,250000.0,31726.50300913917,51433.32828763527
119,0.011692155409438729,10804.4892578125,24000.0,5946.510327028889,13625.166847223245
120,0.034276640932968866,30229.57421875,250000.0,19757.117554900502,36602.06906352223
121,0.03682811222571142,24178.74609375,136000.0,16634.192499790086,28811.26655251758
122,0.01404936538320011,35323.9921875,212300.0,19441.408040918785,44545.86198201672
123,0.012993840501935429,18886.755859375,28000.0,10394.779992088714,23817.433073079497
124,0.04055837767340488,150542.953125,250000.0,98390.23204328441,182277.90862797294
125,0.039263459591353446,79520.078125,250000.0,60177.955887409255,91379.09405942027
126,0.006908169985592649,1.0,1.0,2589.257673945719,4197.567564473361
127,0.008219871674785408,6351.31591796875,181000.0,4806.449115124328,7298.50257134867
128,0.035792136895843055,11902.017578125,100000.0,8188.201768725835,14182.381486058492
129,0.012727281596107061,21706.373046875,131900.0,11946.624075011294,27373.154561460524
130,0.034148450380844596,62352.1875,208200.0,55765.1654609144,65196.70281631122
131,0.009566407357237251,13763.751953125,194800.0,10415.916047999975,15816.37259407734
132,0.011627317532542375,6756.47998046875,21000.0,3718.59113554765,8520.362678619449
133,0.006825865848812414,7447.16259765625,250000.0,4098.724913073044,9391.35858347926
134,0.01346725845590616,34494.7890625,112500.0,24917.859976877753,40395.51639356218
135,0.03536451300759939,8227.79296875,250000.0,8207.659022594136,7797.263230132399
136,0.013678460894846117,61616.30078125,250000.0,38151.01345254189,75710.98758742119
137,0.014364434971359237,72464.234375,192500.0,37389.780861772146,92430.01208663765
138,0.012574315819509185,22245.65625,75000.0,15304.28943303682,26507.806871759258
139,0.012149047184995848,15025.029296875,250000.0,8269.38596964907,18947.543578361332
140,0.03866520999304963,20693.212890625,250000.0,14236.258792211334,24657.92353780917
141,0.02828847462436255,114587.2421875,2250000.0,94598.76391487372,126131.68521983159
142,0.012093853603464095,26456.22265625,100000.0,14560.817960535238,33363.02524231262
143,0.039135862358900556,62808.390625,235000.0,43210.13406598137,74842.14760414249
144,0.03605353755938996,44484.0390625,142000.0,30603.57497716058,53006.94675368567
145,0.007462333785414981,6335.4541015625,10000.0,3268.9400855515137,8081.0361722911675
146,0.00760657821422432,89648.8828125,250000.0,64759.29755528991,104984.34730983154
147,0.03882886587891743,122274.3515625,139500.0,84120.78499816782,145701.47358940446
148,0.013195150005073623,25159.66796875,148500.0,18174.48665577121,29463.516302324744
149,0.00975691770532172,7531.59228515625,70200.0,3886.118269392202,9606.741476713754
150,0.03379669835107066,56797.16796875,250000.0,46889.52959455488,62519.37279273982
151,0.03936752860178445,157445.84375,250000.0,119149.39299920904,180926.11205286134
152,0.03848454454283302,36833.4296875,250000.0,27874.22446230608,42326.48552802343
153,0.010964667983742203,11873.2900390625,100000.0,6534.750523449469,14972.994460679743
154,0.008027813987847205,15325.3603515625,150000.0,10543.350479305343,18261.61871216253
155,0.00852871801495984,3276.6875,250000.0,2479.6801069770745,3765.3475993214975
156,0.006252250992708977,62704.91015625,100000.0,45295.890005448186,73431.30064034264
157,0.006224517165791483,11801.5146484375,250000.0,8930.964916834153,13561.50223353665
158,0.020536246982402376,42431.09375,167200.0,37948.5798097512,44366.8060465367
159,0.013337317381097698,33642.0,250000.0,18515.68321725639,42424.759943450445
160,0.038948160852385096,148145.140625,250000.0,132494.76258043968,154903.54218941813
161,0.014360640879790935,44535.9921875,250000.0,22979.48778061897,56806.81417095322
162,0.030360471622199316,74317.4921875,3500000.0,51128.0223695335,88556.33243455012
163,0.01303550284198336,82392.765625,150000.0,45346.83870477832,103902.66044579993
164,0.011466074819282291,12129.498046875,137500.0,9179.171042234946,13938.398566166465
165,0.010855747766110741,55487.28515625,250000.0,40082.12369454969,64979.018515010124
166,0.010954937560520047,34157.3203125,250000.0,18799.3021359196,43074.61252509828
167,0.03970059176514346,83082.546875,198000.0,57158.095491511915,99000.72545517221
168,0.013128883229213111,34436.34765625,125000.0,23691.089425511065,41034.17057164293
169,0.03580435343641968,8602.9814453125,250000.0,5918.571992053861,10251.267398491429
170,0.03867159447086927,101746.921875,151800.0,69998.57966858521,121241.0964436474
171,0.03258257953412609,40110.78515625,94000.0,34493.64780020858,43082.55229395238
172,0.037801548611448764,11505.9912109375,250000.0,8707.323330898897,13221.906692022894
173,0.037545212649373924,18827.283203125,65000.0,16190.699666276285,20222.177401713
174,0.012472073485604427,48584.29296875,250000.0,36766.85823294273,55829.7826370733
175,0.01262281642218016,8934.396484375,250000.0,4917.259825279612,11266.857680554574
176,0.013085447092771084,8498.400390625,150000.0,4677.2988968022255,10717.03812126482
177,0.056239794073861586,12067.9306640625,78500.0,12038.399650444902,11436.460833187124
178,0.030049550274327715,2735.152099609375,236900.0,2728.4590039869167,2592.031784964036
179,0.05718358666579705,8340.697265625,188500.0,6598.848338332718,9389.33958404529
180,0.03972200412961254,45854.55078125,208000.0,34701.08680996759,52692.947588729585
181,0.03910048471196873,115858.265625,180000.0,87677.39874467075,133136.48076987694
182,0.03520757472414392,30812.04296875,250000.0,21197.685441036025,36715.468186737475
183,0.014312687275950484,134136.46875,250000.0,69211.15244494638,171094.54801745285
184,0.012958350995430338,19199.8828125,145000.0,13869.340978647615,22484.24188075339
185,0.040651404557287045,82660.6015625,170600.0,54024.42027172671,100085.73145387907
186,0.01252375536054373,8708.94921875,250000.0,4793.179504474988,10982.553949383779
187,0.033583465646092894,29500.37109375,100000.0,20295.297766310803,35152.486885989456
188,0.012232220515513778,28579.955078125,250000.0,15729.665138516757,36041.19057678054
189,0.03444350273972825,31801.341796875,232000.0,28441.778200353074,33252.1233563906
190,0.011917365924485758,18098.271484375,250000.0,9960.818666684267,22823.102761904876
191,0.012517440880090614,53645.70703125,94800.0,29525.204130443162,67650.7414183893
192,0.012542067721501508,22183.2421875,145000.0,12209.080467137142,27974.517703231377
193,0.012999545967881825,21600.0,21600.0,17000.606699614647,38953.283530578745
194,0.07930677787340659,1737129.25,4162400.0,1493860.6736199441,1865831.3833285267
195,0.034527640179604524,7565.8017578125,70000.0,5205.026032645867,9015.369543261304
196,0.04064502854608226,66893.375,250000.0,43719.44718623601,80994.72106105418
197,0.03601253974158155,48061.9296875,350000.0,31411.795213520694,58193.54440847186
198,0.03528726674109288,14811.5537109375,1000000.0,11208.855006903827,17020.435487882176
199,0.038452331963344875,34903.1328125,250000.0,31215.88920025193,36495.41850211436
200,0.0061805558020226635,16262.3603515625,150000.0,12306.773671966654,18687.60432877928
201,0.06139914845830611,121334.5,2000000.0,121037.5865629304,114985.51786485112
202,0.07314199686787579,29122.970703125,250000.0,29051.704893902217,27599.07419622379
203,0.01320084784895704,16315.955078125,100000.0,8979.877998143638,20575.48532898087
204,0.038597902921809764,17546.314453125,32200.0,14485.553774051627,19314.071698735497
205,0.03639788852752924,82734.1015625,223000.0,56918.37642662323,98585.5198552421
206,0.014383067883224823,2061.36279296875,7000.0,2056.3185037360277,1953.4993613263136
207,0.012696498926914249,100000.0,100000.0,105032.73817024994,170273.5186951914
208,0.039643783804132124,43117.875,176000.0,32630.068290804087,49548.14492352243
209,0.002590574189501954,1.0,1.0,1752.434574002564,3477.7202562422594
210,0.036422078463473145,31416.041015625,250000.0,23774.538141467918,36101.18896549314
211,0.012003104257319906,51415.51953125,173800.0,28297.766841783603,64838.3292753424
212,0.02672809993092723,12850.791015625,500000.0,9725.019807462575,14767.259648674419
213,0.011032042249372485,9770.568359375,62300.0,5377.467112381429,12321.325044811749
214,0.011631540107188186,40000.0,40000.0,28537.351806749204,70546.22176497671
215,0.010393012410663644,5755.58837890625,100000.0,3167.7263882275247,7258.172977480851
216,0.01249333936833191,4108.11572265625,200000.0,2261.000218195513,5180.602323096305
217,0.011111493731370001,189233.28125,250000.0,104149.08417415683,238635.53089420046
218,0.009652986547014198,4766.7021484375,80500.0,2459.5022675752466,6080.052331933299
219,0.024362636001786495,4308.93603515625,250000.0,3557.289755233364,4743.053006977818
220,0.03693625998386523,84968.734375,250000.0,70146.87752178991,93529.17002905319
221,0.012285125890541449,12917.4248046875,33900.0,7109.415185373157,16289.7166169205
222,0.04058247520861336,88787.1484375,250000.0,58028.54239197497,107503.77479835224
223,0.039743458891807276,46923.421875,218000.0,30667.701614121488,56815.03536031472
224,0.013723584801732126,89688.8125,250000.0,55532.692629143436,110205.06722767086
225,0.03561145679130359,38311.30078125,250000.0,26356.931399242476,45651.54431509542
226,0.011054904370714715,83724.7578125,500000.0,46079.932616900376,105582.38961770525
227,0.012600329796478456,4407.26806640625,75000.0,2425.6459000983364,5557.852973179959
228,0.010716772603717731,17857.388671875,60000.0,9828.243021694916,22519.33379766923
229,0.012988809575804233,16790.33203125,250000.0,9240.962754984188,21173.70565949135
230,0.01425888264610088,76058.1171875,250000.0,39244.136903221246,97014.10290968149
231,0.005047035817018005,61999.671875,129000.0,44786.449906809474,72605.4233027545
232,0.00820485038115371,8995.4833984375,60000.0,4950.8804765340265,11343.892270198106
233,0.013480130102914212,22023.44140625,250000.0,12121.130266688444,27772.99847776003
234,0.013813133844365782,47730.08984375,250000.0,29553.077296617903,58648.31536277995
235,0.011373424421641926,11644.373046875,250000.0,6408.760555243331,14684.31517762489
236,0.038487024919471424,97193.484375,152000.0,66865.96246763194,115815.24429093213
237,0.007879640369779077,2400.3115234375,82500.0,1238.502312697823,3061.659659231358
238,0.013921770861674804,250000.0,250000.0,234839.0832295881,380708.6983092762
239,0.03946419101789757,36641.85546875,250000.0,32770.92937613063,38313.46192359846
240,0.013015466958865287,21779.359375,290000.0,16481.841550313282,25027.366368448747
241,0.011304968482025052,47282.74609375,250000.0,26023.19565762565,59626.63196285783
242,0.013851043965548815,35242.328125,250000.0,21821.020044178218,43303.986662497744
243,0.0396744598825429,75862.8203125,250000.0,57410.273756066934,87176.42080345776
244,0.014319196675472294,51254.74609375,250000.0,26446.2012343049,65376.759194426486
245,0.010307061977017003,87492.1953125,242000.0,66210.96953315173,100540.1117986654
246,0.0723603120696328,264198.53125,22000000.0,263552.0202083575,250374.00685637063
247,0.03116855221480238,12924.916015625,2750000.0,8891.922691685846,15401.261878974494
248,0.026457137423735993,17615.677734375,91500.0,13330.915947538075,20242.7451099777
249,0.0054871328711231585,3669.264404296875,250000.0,2650.551550808205,4296.933955083192
250,0.013958264534113508,59776.12109375,133000.0,37011.62794703828,73449.86805066813
251,0.06256170469166471,55261.68359375,500000.0,43720.98127323172,62209.51279292141
252,0.009954580260102637,5127.97509765625,57000.0,2822.304335478941,6466.711625767144
253,0.012380917706401226,36680.3828125,43700.0,26496.658413075296,42954.98089696371
254,0.029604116579720858,10400.478515625,250000.0,9301.749121416367,10874.94976708929
255,0.010161994049158086,7167.16845703125,125000.0,3944.6234086886307,9038.267679205188
256,0.0794068802057637,5853.4833984375,235000.0,4631.057568343843,6589.418321656682
257,0.012291499621573726,16165.93359375,250000.0,8897.310068755669,20386.2984357828
258,0.010791242252065797,17821.642578125,125000.0,13486.782787382741,20479.425974405174
259,0.006291882714743482,148110.65625,250000.0,106990.09020852664,173446.67427209686
260,0.012168863520355266,12177.2041015625,50000.0,6702.016931704609,15356.249949206029
261,0.013107075852240004,14398.9443359375,173500.0,7924.805064714552,18158.009538411923
262,0.03582621304968564,26450.771484375,150000.0,18197.27222135746,31518.600046552885
263,0.007702693683316251,328532.0625,500000.0,248621.33477342557,377526.82025201217
264,0.013124842370044815,130429.765625,500000.0,94218.0174162569,152741.26552757958
265,0.004583806206944153,17676.177734375,3587000.0,12160.636534005422,21062.84032927568
266,0.04063700279272013,90735.7421875,250000.0,59302.08318043951,109863.13859547809
267,0.011701519523595258,8544.298828125,103000.0,6466.020281814818,9818.53017120673
268,0.005993786104533299,7682.02978515625,250000.0,3963.7403571284026,9798.62841325856
269,0.011560283903313495,20000.0,20000.0,23694.049163993557,35978.967967207034
270,0.033138403719391536,37521.9921875,250000.0,25813.91270674006,44711.00835022162
271,0.03618292780678428,22391.240234375,250000.0,15404.44648880764,26681.283981090826
272,0.03462056349309552,15299.1474609375,199700.0,13156.64607674239,16432.645682978473
273,0.01240957764719764,33543.83984375,79000.0,23077.07302022985,39970.66296101506
274,0.0332622480842468,36686.8203125,196000.0,25239.341565404004,43715.821940864735
275,0.01221577259318169,10808.9912109375,66000.0,7808.046861728593,12657.992512091341
276,0.012387529680340379,79811.0625,126600.0,54907.42042991837,95102.44189716398
277,0.010925727955045638,36191.86328125,185000.0,27388.709912968403,41589.24081744949
278,0.008360490704347289,3522.564208984375,250000.0,2181.0688538657046,4328.348370817266
279,0.013601430834585905,105039.5078125,250000.0,65037.394728222906,129067.2236299039
280,0.006637971497014077,5058.439453125,250000.0,2784.0337223629444,6379.022635018931
281,0.008642813637092035,18570.67578125,500000.0,12776.022155936045,22128.719492706896
282,0.0395376715612859,38476.28515625,176000.0,29117.478823455218,44214.34388964321
283,0.006993787205496396,5874.15234375,250000.0,4243.287451887451,6878.9931392332255
284,0.03969805020991055,36529.54296875,143000.0,27644.253843728962,41977.27946949298
285,0.009747006616955354,67339.2421875,250000.0,37061.77030003737,84919.18389449373
286,0.013820711411921194,33326.7578125,125000.0,25220.500391843605,38296.85544394021
287,0.012548029493171839,82358.6796875,250000.0,45328.07868988879,103859.67585166506
288,0.012222013162375334,53426.0625,250000.0,40430.93654044332,61393.61662519703
289,0.014134391374504932,77908.7265625,110000.0,56278.60880505221,91235.90335209118
290,0.0349676254227751,19078.61328125,250000.0,13125.466668902174,22733.975143590393
291,0.04003355515216415,24398.287109375,250000.0,18463.75255175612,28036.86094412171
292,0.010435696531640379,62367.0,401200.0,47197.11880728303,71667.93712457591
293,0.013364069965815408,14319.6826171875,165000.0,9851.476841132242,17063.25841842919
294,0.0696634725197567,32329.046875,250000.0,32249.935588227978,30637.38835202619
295,0.03250550842086594,19274.03515625,250000.0,13259.910575745638,22966.838821011326
296,0.013519163867000054,68655.2109375,100000.0,42509.30099427054,84360.04364420715
297,0.011796779686116364,18071.349609375,159700.0,9946.00156576534,22789.152518634484
298,0.02912891921610924,7182.728515625,250000.0,4941.484076112699,8558.901484619748
299,0.0143362960932785,42726.9140625,250000.0,22046.047508476775,54499.288059601524
300,0.03704804431956225,12484.5966796875,75000.0,10736.246600989125,13409.567706697739
301,0.00946434816896474,5077.7197265625,250000.0,3667.9716730276605,5946.321633816181
302,0.012682835271811658,25875.47265625,150000.0,17801.48530110817,30833.0769917099
303,0.014085033712971325,22560.896484375,60000.0,12416.93158557758,28450.764444998647
304,0.005116985450786779,12176.333984375,250000.0,9214.614807473581,13992.21925697924
305,0.011485113442562832,105332.1171875,240000.0,76088.33155612815,123350.37790510531
306,0.038879089176819044,19205.8515625,64000.0,16516.25309550277,20628.79350449123
307,0.012106686874653615,8768.4443359375,250000.0,6032.405090079545,10448.43210785488
308,0.012080588022341411,11398.7509765625,250000.0,6273.576545818418,14374.569699656246
309,0.013387779489313474,38366.9140625,121000.0,21116.15322528237,48383.18527057118
310,0.013677500213173707,101280.671875,165000.0,73161.70554261816,118605.88663594046
311,0.012576461393276343,222624.546875,250000.0,168474.30834057953,255825.0681903042
312,0.04052834158825434,67180.8046875,250000.0,43907.30236684863,81342.7418832018
313,0.011075076227022751,9361.2568359375,250000.0,6762.252890511651,10962.6066503928
314,0.017313809404883775,4003.933349609375,10000.0,3580.949036237743,4186.593336293132
315,0.05607461071473196,5634.181640625,250000.0,5620.394430589995,5339.365915645609
316,0.03124864696969433,87089.1171875,203000.0,74893.10727263674,93541.4610022906
317,0.010079939065134543,148265.6875,350000.0,81601.58438079577,186972.71862666137
318,0.04049700924490382,102619.9765625,250000.0,67069.25230752665,124252.6091256661
319,0.040348540261362933,66742.984375,250000.0,59692.108910005765,69787.80844490144
320,0.013360045420952345,97583.28125,250000.0,60420.717058769245,119905.39032338026
321,0.01115550569892621,5288.95361328125,161700.0,4002.4912542248944,6077.707682130601
322,0.010258125171881858,63031.78515625,200000.0,34691.057801893134,79487.19915763181
323,0.006227449913241316,9646.6689453125,15000.0,6968.424870987479,11296.841758260522
324,0.013835333524053816,21224.806640625,27700.0,11681.582429859473,26765.867860848597
325,0.013323000048802965,42689.93359375,100000.0,23495.43091931475,53834.79533668285
326,0.038843364473740004,31705.86328125,220000.0,21812.604803715087,37780.53976545548
327,0.01150948387955136,15430.1298828125,250000.0,8492.342812890964,19458.40188379352
328,0.011974674093379947,26311.015625,250000.0,14480.899781130232,33179.90968904937
329,0.009746967307912703,12613.17578125,250000.0,8677.455529144945,15029.793856898521
330,0.007056950484976802,21576.18359375,250000.0,15585.8996745958,25267.036029489722
331,0.014062485872625432,83233.7890625,250000.0,51535.9306866369,102273.46157857301
332,0.008725570139502896,7276.55078125,75000.0,5006.030749505994,8670.69960239649
333,0.03921688177010238,35384.17578125,250000.0,26777.480851178396,40661.10098442392
334,0.008624986709552019,7227.39111328125,40000.0,3729.1578702049233,9218.724985051545
335,0.005419004011465103,104237.1953125,156000.0,75297.39731045306,122068.1571479036
336,0.0025382388042621395,1.0,1.0,4078.4225979034436,6611.722959610533
337,0.013755112393150077,18367.15625,250000.0,13267.807690654292,21509.067936483865
338,0.03212059778606167,39267.05859375,250000.0,27014.46175150557,46790.42029273377
339,0.040540397959109235,60706.28515625,250000.0,39675.75604850637,73503.37208854065
340,0.012469042874479336,37893.06640625,133500.0,26069.199724621943,45153.17843570579
341,0.007835956398429121,8568.5419921875,250000.0,4715.9030129333205,10805.491263418624
342,0.007159320518812716,1.0,1.0,2492.749004439951,2914.346522508502
343,0.009842982108106841,26309.458984375,250000.0,14480.043046551562,33177.94666352075
344,0.02663187444289935,67497.8515625,405000.0,58045.413720973986,72498.6985007379
345,0.013949843959721882,35742.765625,132000.0,19671.890066617358,45073.96264656196
346,0.011884346359809676,25570.453125,250000.0,17591.641764171414,30469.617324095485
347,0.01041527709262586,11099.330078125,123600.0,8399.576705285097,12754.599229784608
348,0.04002412863923606,47144.6015625,228900.0,42164.14230409633,49295.344729705175
349,0.01296945159888771,26594.33984375,250000.0,19210.844722180667,31143.605174326236
350,0.06280925625924766,9541.5126953125,250000.0,8205.31378558779,10248.433633445307
351,0.012868372292912522,22191.2421875,250000.0,13740.168891826037,27267.473712387076
352,0.01800635169672083,32675.3359375,103000.0,28099.46315413877,35096.21823073323
353,0.03087929818257466,12567.7646484375,77000.0,8646.214143760122,14975.682190113168
354,0.013623079047735197,21913.845703125,100000.0,12060.811637563096,27634.791135868592
355,0.012172431777344556,13453.021484375,250000.0,7404.193690019376,16965.13902231409
