Event_ID,Mean_Loss,Exposure,SD_C,SD_I
1749,53734.68534948004,428170.8753480762,96558.79868063676,8217.707955761176
171,154626.03661232736,974516.5524731623,4039.7234189065284,58882.35000079522
767,78971.22527180759,235582.87861326046,12706.963341665503,77553.42687286448
362,79192.52888167638,118788.79332251457,41119.14691018088,52505.46842673495
1009,5481.545096311449,325897.47512915765,5098.887575729159,12197.446716971666
3,50849.44476005557,386844.45427129854,12955.647005000954,9542.029865321498
1871,31571.636321088827,47357.45448163324,2844.69007691651,23898.996344225496
1358,731590.8242813281,1264706.8274936068,10053.059731525549,38388.18315655759
1297,36868.25628995074,333770.690537968,3899.2735695338947,150497.13300643355
98,215845.47476856018,651372.5223646306,9039.431723787313,4232.073450418146
662,112773.34279731264,169160.01419596895,9350.987804479128,1516.449233206013
888,41690.490759522494,144276.03653711843,99730.92438903687,35560.0166943947
1609,78424.18903790573,1653370.8502584281,105232.1086618662,53554.084587506506
1163,183593.63347224044,703686.6575483794,2438.5234018020346,56192.10148332473
61,214873.41554928463,2251072.1064307624,25890.26470056142,34039.33092165628
283,17482.239592904458,5013479.430824973,1062.6466280015754,92383.72528003194
1567,41486.88972728312,348744.2932749954,613.1436207208694,21462.07592864058
124,40830.3903999419,266224.87178654276,2226.0939301855615,73537.70371452755
687,4295.426210032609,1465829.1007109315,67327.60604879662,103084.97468065537
238,91189.48077518294,4934609.028638747,56558.155156263776,56350.41054742826
903,192978.12921357586,744962.3294465917,4311.639749670046,11121.415028208963
266,48057.83657255659,1189073.9901262517,3526.9249446234526,6552.728058899354
1499,134721.19074631555,1141571.332456484,5502.823097488808,23830.162947800465
877,98805.64090381144,329273.8352556251,14494.696947015367,18100.003286516072
1274,47104.2145105505,640463.1222422668,16865.668077213257,63052.66175252669
1049,15205.59746624588,1342576.8677710204,5010.126166399285,3161.8711905488026
163,123554.55276767339,873837.859359897,28262.854536919993,8941.673264414414
919,192802.71892095607,289204.0783814341,7408.3262080957065,41805.484610315805
671,115789.90004152541,307902.3367449785,51054.63063750971,2994.1673537983966
556,1804.0234937848265,117030.58322322278,21384.334448766895,11603.617541895957
1823,24364.336193472765,198924.18668058334,11466.478127366823,14689.316184688965
1081,7201.169306511056,1769283.076037379,31204.575930538893,29232.99626646029
633,84486.8379644809,126730.25694672135,34065.592284737475,5163.984409013745
1341,141254.66726542276,211882.00089813414,6863.377137348606,59113.19979457082
494,11718.48000872121,277829.8116646774,8301.660562552073,17801.348783852747
1832,182224.6433345719,719563.2385801882,54963.434360472405,74675.28882984769
1130,81082.54230971566,572840.915803588,3600.2693703223053,18926.018888608174
1877,117108.3025665551,184683.90379270195,861.29049564855,9649.174657281343
1516,355441.31999113207,533161.9799866981,12104.752636630266,4588.550970831323
89,8739.07088334362,202674.43772748532,32310.11572035959,112.56375411137238
1517,231490.0851341947,523664.45648687764,29539.10068836927,22788.706382199605
538,13479.241136015908,237244.0896473683,50397.57300698028,3400.3255795587693
1905,49915.862636479585,2211672.3220501086,15237.11603624104,14913.982201312305
1240,190675.7586606739,467527.272721583,2108.6475107166725,26694.705082287597
1647,236716.88070233943,355075.32105350913,17768.111944781216,9675.904098674975
1103,70597.24205682403,979964.991733538,30137.230669599732,5779.313974360884
1610,90165.98823408486,299066.69969947974,1959.493173486717,44712.552260165845
1791,123150.61745954117,794880.3890628584,3790.7280526084874,88005.9288553245
54,178831.74106306717,268247.6115946007,247.33631940344276,3175.499658303944
723,12955.208576440275,634275.8998296356,18010.935392961153,5073.525135162468
411,166109.6053523945,1109309.065922034,43560.39409306021,96575.76918783363
232,65638.36193326906,1973407.93565458,22213.493917428812,1155.4965545343935
944,59897.114384950124,226972.06660246817,80392.26186246863,114004.16877338901
